age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
33.0,Low,"Investment Growth, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,5,Vision Plus,-0.61,-0.52,"Low, Investment Growth, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.61 -0.52"
,Low,"Emergency Fund, Investment Growth",Unknown,Unknown,Medium,Beginner,Unknown,88,Secure Success Total,0.4,-0.09,"Low, Emergency Fund, Investment Growth, Unknown, Unknown, Medium, Beginner, Unknown 0.4 -0.09"
27.0,Medium,Retirement,Young,Unknown,Unknown,Unknown,Unknown,84,Savvy Success,0.38,-0.12,"Medium, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.38 -0.12"
38.0,High,"Investment Growth, Debt Freedom",Middle-aged,Low,Medium,Unknown,High,20,Equity Strategy Platinum,-0.38,0.44,"High, Investment Growth, Debt Freedom, Middle-aged, Low, Medium, Unknown, High -0.38 0.44"
39.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,8,Future Blueprint Advanced,-0.49,0.09,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.49 0.09"
39.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,83,Academy Total,0.32,0.32,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.32 0.32"
50.0,Medium,Investment Growth,Older,Unknown,High,Unknown,Medium,79,Secure Navigator,0.02,-0.44,"Medium, Investment Growth, Older, Unknown, High, Unknown, Medium 0.02 -0.44"
54.0,Medium,"Emergency Fund, Debt Freedom",Older,Unknown,Low,Intermediate,High,21,Economic Blueprint Supreme,-0.23,0.04,"Medium, Emergency Fund, Debt Freedom, Older, Unknown, Low, Intermediate, High -0.23 0.04"
28.0,Medium,"Investment Growth, Retirement",Young,Unknown,Unknown,Unknown,Unknown,81,Asset Path,0.38,0.1,"Medium, Investment Growth, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.38 0.1"
29.0,High,Investment Growth,Young,High,Low,Beginner,Unknown,37,Strategy Supreme,-0.12,0.21,"High, Investment Growth, Young, High, Low, Beginner, Unknown -0.12 0.21"
,High,Retirement,Unknown,Low,High,Intermediate,High,11,Equity Method Platinum,-0.28,0.07,"High, Retirement, Unknown, Low, High, Intermediate, High -0.28 0.07"
,Low,Unknown,Unknown,Medium,Low,Beginner,High,66,Dollar Academy Ultra,0.06,-0.36,"Low, Unknown, Unknown, Medium, Low, Beginner, High 0.06 -0.36"
43.0,Unknown,Debt Freedom,Middle-aged,Low,High,Beginner,Medium,29,Economic Planner Unlimited,-0.2,0.11,"Unknown, Debt Freedom, Middle-aged, Low, High, Beginner, Medium -0.2 0.11"
43.0,Unknown,Debt Freedom,Middle-aged,Low,High,Beginner,Medium,59,Cash Strategy Supreme,0.0,-0.36,"Unknown, Debt Freedom, Middle-aged, Low, High, Beginner, Medium 0.0 -0.36"
55.0,High,Investment Growth,Older,Low,Low,Intermediate,High,43,Budget Builder Gold,0.1,0.04,"High, Investment Growth, Older, Low, Low, Intermediate, High 0.1 0.04"
50.0,High,"Investment Growth, Retirement",Older,Unknown,Unknown,Unknown,Unknown,41,Wealth Solutions Ultra,-0.07,0.16,"High, Investment Growth, Retirement, Older, Unknown, Unknown, Unknown, Unknown -0.07 0.16"
33.0,Low,"Debt Freedom, Emergency Fund",Middle-aged,Unknown,Unknown,Beginner,Low,60,Fiscal Roadmap Essential,0.1,0.04,"Low, Debt Freedom, Emergency Fund, Middle-aged, Unknown, Unknown, Beginner, Low 0.1 0.04"
27.0,High,Debt Freedom,Young,Medium,Low,Intermediate,Low,41,Wealth Solutions Ultra,-0.07,0.16,"High, Debt Freedom, Young, Medium, Low, Intermediate, Low -0.07 0.16"
40.0,High,"Retirement, Emergency Fund",Middle-aged,High,Unknown,Intermediate,Medium,59,Cash Strategy Supreme,0.0,-0.36,"High, Retirement, Emergency Fund, Middle-aged, High, Unknown, Intermediate, Medium 0.0 -0.36"
39.0,High,"Debt Freedom, Investment Growth",Middle-aged,Medium,High,Intermediate,Unknown,18,Budget System,-0.23,0.14,"High, Debt Freedom, Investment Growth, Middle-aged, Medium, High, Intermediate, Unknown -0.23 0.14"
35.0,Medium,"Retirement, Investment Growth",Middle-aged,Unknown,Medium,Intermediate,Low,43,Budget Builder Gold,0.1,0.04,"Medium, Retirement, Investment Growth, Middle-aged, Unknown, Medium, Intermediate, Low 0.1 0.04"
43.0,Low,Investment Growth,Middle-aged,High,High,Intermediate,Low,85,Asset Blueprint Master,0.41,-0.08,"Low, Investment Growth, Middle-aged, High, High, Intermediate, Low 0.41 -0.08"
55.0,Medium,Investment Growth,Older,Low,Medium,Beginner,Low,1,Smart Builder Premium,-0.37,0.41,"Medium, Investment Growth, Older, Low, Medium, Beginner, Low -0.37 0.41"
29.0,High,"Investment Growth, Emergency Fund",Young,Low,Medium,Beginner,Low,2,Smart Strategy Deluxe,-0.85,-0.18,"High, Investment Growth, Emergency Fund, Young, Low, Medium, Beginner, Low -0.85 -0.18"
29.0,High,"Investment Growth, Emergency Fund",Young,Low,Medium,Beginner,Low,99,Treasury Foundation Essential,0.29,-0.29,"High, Investment Growth, Emergency Fund, Young, Low, Medium, Beginner, Low 0.29 -0.29"
37.0,Medium,"Investment Growth, Retirement",Middle-aged,Low,Medium,Beginner,High,19,Smart Planner,-0.39,0.54,"Medium, Investment Growth, Retirement, Middle-aged, Low, Medium, Beginner, High -0.39 0.54"
32.0,High,Retirement,Young,Low,High,Unknown,Medium,3,Economic Guide Total,-0.61,-0.47,"High, Retirement, Young, Low, High, Unknown, Medium -0.61 -0.47"
36.0,Low,"Emergency Fund, Retirement",Middle-aged,Unknown,Unknown,Unknown,Unknown,5,Vision Plus,-0.61,-0.52,"Low, Emergency Fund, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.61 -0.52"
25.0,Low,"Debt Freedom, Emergency Fund",Young,High,High,Beginner,Unknown,29,Economic Planner Unlimited,-0.2,0.11,"Low, Debt Freedom, Emergency Fund, Young, High, High, Beginner, Unknown -0.2 0.11"
52.0,Unknown,Investment Growth,Older,Unknown,Low,Intermediate,Medium,41,Wealth Solutions Ultra,-0.07,0.16,"Unknown, Investment Growth, Older, Unknown, Low, Intermediate, Medium -0.07 0.16"
40.0,Low,Retirement,Middle-aged,Low,High,Intermediate,Medium,50,Academy Essential,-0.04,0.03,"Low, Retirement, Middle-aged, Low, High, Intermediate, Medium -0.04 0.03"
40.0,Low,Retirement,Middle-aged,Low,High,Intermediate,Medium,81,Asset Path,0.38,0.1,"Low, Retirement, Middle-aged, Low, High, Intermediate, Medium 0.38 0.1"
47.0,Low,Debt Freedom,Middle-aged,High,Low,Beginner,Medium,65,Foundation Essential,0.16,-0.14,"Low, Debt Freedom, Middle-aged, High, Low, Beginner, Medium 0.16 -0.14"
49.0,High,Emergency Fund,Older,Unknown,Unknown,Unknown,Unknown,31,Smart Navigator Gold,-0.17,0.11,"High, Emergency Fund, Older, Unknown, Unknown, Unknown, Unknown -0.17 0.11"
40.0,Low,Retirement,Middle-aged,Unknown,Unknown,Unknown,Unknown,89,Savvy Builder Essential,0.59,0.07,"Low, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.59 0.07"
42.0,High,Debt Freedom,Middle-aged,Unknown,Low,Intermediate,High,71,Freedom Foundation Expert,0.34,0.08,"High, Debt Freedom, Middle-aged, Unknown, Low, Intermediate, High 0.34 0.08"
33.0,Medium,"Retirement, Debt Freedom",Middle-aged,High,Medium,Beginner,High,40,Economic Tracker,-0.13,0.05,"Medium, Retirement, Debt Freedom, Middle-aged, High, Medium, Beginner, High -0.13 0.05"
50.0,High,Debt Freedom,Older,High,High,Beginner,Medium,24,Money Mastery Plus,-0.21,-0.01,"High, Debt Freedom, Older, High, High, Beginner, Medium -0.21 -0.01"
55.0,High,Emergency Fund,Older,High,Unknown,Beginner,Low,100,Fortune Builder,0.5,-0.07,"High, Emergency Fund, Older, High, Unknown, Beginner, Low 0.5 -0.07"
36.0,High,Unknown,Middle-aged,High,Medium,Intermediate,Medium,11,Equity Method Platinum,-0.28,0.07,"High, Unknown, Middle-aged, High, Medium, Intermediate, Medium -0.28 0.07"
39.0,Unknown,Emergency Fund,Middle-aged,Low,Medium,Beginner,High,74,Money Foundation Unlimited,0.23,0.14,"Unknown, Emergency Fund, Middle-aged, Low, Medium, Beginner, High 0.23 0.14"
33.0,Medium,"Debt Freedom, Retirement",Middle-aged,Medium,High,Beginner,Low,33,Thrive Insights Deluxe,-0.27,-0.45,"Medium, Debt Freedom, Retirement, Middle-aged, Medium, High, Beginner, Low -0.27 -0.45"
37.0,High,"Investment Growth, Emergency Fund",Middle-aged,Medium,Medium,Beginner,Medium,63,Budget Academy,0.1,0.11,"High, Investment Growth, Emergency Fund, Middle-aged, Medium, Medium, Beginner, Medium 0.1 0.11"
53.0,Low,Unknown,Older,High,Low,Beginner,Medium,63,Budget Academy,0.1,0.11,"Low, Unknown, Older, High, Low, Beginner, Medium 0.1 0.11"
29.0,High,"Debt Freedom, Emergency Fund",Young,Low,Unknown,Intermediate,Low,14,Cash Guide,-0.26,0.14,"High, Debt Freedom, Emergency Fund, Young, Low, Unknown, Intermediate, Low -0.26 0.14"
41.0,High,Investment Growth,Middle-aged,High,High,Intermediate,High,14,Cash Guide,-0.26,0.14,"High, Investment Growth, Middle-aged, High, High, Intermediate, High -0.26 0.14"
41.0,High,Unknown,Middle-aged,Low,High,Beginner,Medium,66,Dollar Academy Ultra,0.06,-0.36,"High, Unknown, Middle-aged, Low, High, Beginner, Medium 0.06 -0.36"
41.0,High,Unknown,Middle-aged,Low,High,Beginner,Medium,17,Insights,-0.19,0.07,"High, Unknown, Middle-aged, Low, High, Beginner, Medium -0.19 0.07"
35.0,Low,Investment Growth,Middle-aged,Medium,High,Beginner,Medium,40,Economic Tracker,-0.13,0.05,"Low, Investment Growth, Middle-aged, Medium, High, Beginner, Medium -0.13 0.05"
34.0,Medium,Debt Freedom,Middle-aged,Medium,Low,Intermediate,Medium,18,Budget System,-0.23,0.14,"Medium, Debt Freedom, Middle-aged, Medium, Low, Intermediate, Medium -0.23 0.14"
46.0,Medium,Retirement,Middle-aged,Low,Medium,Intermediate,Low,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Retirement, Middle-aged, Low, Medium, Intermediate, Low 0.48 -0.03"
26.0,High,Debt Freedom,Young,Medium,Medium,Intermediate,High,65,Foundation Essential,0.16,-0.14,"High, Debt Freedom, Young, Medium, Medium, Intermediate, High 0.16 -0.14"
26.0,High,Debt Freedom,Young,Medium,Medium,Intermediate,High,74,Money Foundation Unlimited,0.23,0.14,"High, Debt Freedom, Young, Medium, Medium, Intermediate, High 0.23 0.14"
34.0,High,Investment Growth,Middle-aged,Low,Unknown,Intermediate,High,12,Economic Solutions Total,-0.38,0.17,"High, Investment Growth, Middle-aged, Low, Unknown, Intermediate, High -0.38 0.17"
27.0,Medium,"Debt Freedom, Retirement",Young,Medium,Medium,Intermediate,Unknown,99,Treasury Foundation Essential,0.29,-0.29,"Medium, Debt Freedom, Retirement, Young, Medium, Medium, Intermediate, Unknown 0.29 -0.29"
29.0,Medium,"Investment Growth, Debt Freedom",Young,High,Medium,Beginner,High,25,Prosper Journey,-0.22,0.33,"Medium, Investment Growth, Debt Freedom, Young, High, Medium, Beginner, High -0.22 0.33"
31.0,Unknown,Retirement,Young,Unknown,Unknown,Unknown,Unknown,38,Strategy,0.01,-0.02,"Unknown, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.01 -0.02"
31.0,Unknown,Retirement,Young,Unknown,Unknown,Unknown,Unknown,57,Secure Blueprint,0.12,-0.62,"Unknown, Retirement, Young, Unknown, Unknown, Unknown, Unknown 0.12 -0.62"
51.0,Medium,"Investment Growth, Debt Freedom",Older,Low,High,Intermediate,Low,10,Financial Success,-0.31,-0.05,"Medium, Investment Growth, Debt Freedom, Older, Low, High, Intermediate, Low -0.31 -0.05"
39.0,High,"Investment Growth, Emergency Fund",Middle-aged,Medium,Low,Beginner,Medium,35,Equity Advantage,-0.14,-0.01,"High, Investment Growth, Emergency Fund, Middle-aged, Medium, Low, Beginner, Medium -0.14 -0.01"
48.0,High,Emergency Fund,Middle-aged,Medium,Low,Intermediate,High,72,Secure Advantage,0.3,0.2,"High, Emergency Fund, Middle-aged, Medium, Low, Intermediate, High 0.3 0.2"
41.0,Medium,Retirement,Middle-aged,Low,Medium,Intermediate,High,71,Freedom Foundation Expert,0.34,0.08,"Medium, Retirement, Middle-aged, Low, Medium, Intermediate, High 0.34 0.08"
47.0,Low,Debt Freedom,Middle-aged,High,Unknown,Beginner,High,77,Academy,0.26,0.11,"Low, Debt Freedom, Middle-aged, High, Unknown, Beginner, High 0.26 0.11"
47.0,Low,Debt Freedom,Middle-aged,High,Unknown,Beginner,High,70,Secure Guide,0.3,0.03,"Low, Debt Freedom, Middle-aged, High, Unknown, Beginner, High 0.3 0.03"
42.0,Low,"Emergency Fund, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,73,Dollar Navigator Gold,0.17,0.19,"Low, Emergency Fund, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.17 0.19"
36.0,High,"Emergency Fund, Retirement",Middle-aged,Unknown,Medium,Beginner,Medium,9,Economic Success Prime,-0.43,-0.09,"High, Emergency Fund, Retirement, Middle-aged, Unknown, Medium, Beginner, Medium -0.43 -0.09"
36.0,Low,"Retirement, Emergency Fund",Middle-aged,Medium,Low,Intermediate,Medium,69,Advantage Pro,0.18,-0.14,"Low, Retirement, Emergency Fund, Middle-aged, Medium, Low, Intermediate, Medium 0.18 -0.14"
36.0,Low,"Retirement, Emergency Fund",Middle-aged,Medium,Low,Intermediate,Medium,4,Asset Builder Expert,-0.4,0.06,"Low, Retirement, Emergency Fund, Middle-aged, Medium, Low, Intermediate, Medium -0.4 0.06"
30.0,Medium,Investment Growth,Young,Medium,Low,Intermediate,Unknown,55,Fiscal System Expert,0.1,0.23,"Medium, Investment Growth, Young, Medium, Low, Intermediate, Unknown 0.1 0.23"
30.0,Medium,Investment Growth,Young,Medium,Low,Intermediate,Unknown,68,Economic Academy Advanced,0.3,0.06,"Medium, Investment Growth, Young, Medium, Low, Intermediate, Unknown 0.3 0.06"
42.0,Unknown,"Investment Growth, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,47,Success,-0.07,0.15,"Unknown, Investment Growth, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.07 0.15"
42.0,Unknown,"Investment Growth, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,86,Dollar Solutions Advanced,0.3,-0.0,"Unknown, Investment Growth, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 -0.0"
53.0,Low,Investment Growth,Older,Unknown,Unknown,Intermediate,Low,68,Economic Academy Advanced,0.3,0.06,"Low, Investment Growth, Older, Unknown, Unknown, Intermediate, Low 0.3 0.06"
39.0,High,"Emergency Fund, Retirement",Middle-aged,Low,High,Intermediate,Medium,22,Journey,-0.21,0.22,"High, Emergency Fund, Retirement, Middle-aged, Low, High, Intermediate, Medium -0.21 0.22"
36.0,Medium,Investment Growth,Middle-aged,Low,High,Intermediate,Unknown,56,Insights Select,0.02,-0.02,"Medium, Investment Growth, Middle-aged, Low, High, Intermediate, Unknown 0.02 -0.02"
47.0,Medium,Retirement,Middle-aged,Unknown,Unknown,Unknown,Unknown,96,Savvy Tracker,0.48,0.08,"Medium, Retirement, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.48 0.08"
,Medium,Debt Freedom,Unknown,Low,Low,Intermediate,High,13,Roadmap,-0.43,-0.31,"Medium, Debt Freedom, Unknown, Low, Low, Intermediate, High -0.43 -0.31"
53.0,High,Unknown,Older,Low,Low,Intermediate,Medium,14,Cash Guide,-0.26,0.14,"High, Unknown, Older, Low, Low, Intermediate, Medium -0.26 0.14"
43.0,Low,Investment Growth,Middle-aged,High,Low,Unknown,Medium,89,Savvy Builder Essential,0.59,0.07,"Low, Investment Growth, Middle-aged, High, Low, Unknown, Medium 0.59 0.07"
45.0,Low,"Debt Freedom, Retirement",Middle-aged,High,High,Intermediate,Low,36,Asset Success Premium,-0.23,-0.36,"Low, Debt Freedom, Retirement, Middle-aged, High, High, Intermediate, Low -0.23 -0.36"
52.0,Medium,"Emergency Fund, Retirement",Older,Unknown,Unknown,Unknown,Unknown,46,Fortune Planner Unlimited,-0.13,0.48,"Medium, Emergency Fund, Retirement, Older, Unknown, Unknown, Unknown, Unknown -0.13 0.48"
46.0,Medium,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Beginner,High,30,Prosper Foundation Prime,-0.4,-0.5,"Medium, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Beginner, High -0.4 -0.5"
55.0,High,"Emergency Fund, Retirement",Older,Low,Unknown,Unknown,Low,45,Capital System,-0.14,-0.15,"High, Emergency Fund, Retirement, Older, Low, Unknown, Unknown, Low -0.14 -0.15"
34.0,Low,Debt Freedom,Middle-aged,Medium,High,Beginner,Low,39,Success Complete,-0.1,0.36,"Low, Debt Freedom, Middle-aged, Medium, High, Beginner, Low -0.1 0.36"
49.0,Unknown,"Investment Growth, Retirement",Older,High,High,Beginner,High,73,Dollar Navigator Gold,0.17,0.19,"Unknown, Investment Growth, Retirement, Older, High, High, Beginner, High 0.17 0.19"
55.0,Medium,"Debt Freedom, Retirement",Older,Unknown,Unknown,Unknown,Unknown,39,Success Complete,-0.1,0.36,"Medium, Debt Freedom, Retirement, Older, Unknown, Unknown, Unknown, Unknown -0.1 0.36"
30.0,Medium,"Investment Growth, Debt Freedom",Young,High,Medium,Beginner,Medium,77,Academy,0.26,0.11,"Medium, Investment Growth, Debt Freedom, Young, High, Medium, Beginner, Medium 0.26 0.11"
53.0,High,Retirement,Older,Medium,High,Beginner,Medium,95,Fortune Planner,0.48,-0.15,"High, Retirement, Older, Medium, High, Beginner, Medium 0.48 -0.15"
25.0,Unknown,Investment Growth,Young,Low,Low,Intermediate,Unknown,9,Economic Success Prime,-0.43,-0.09,"Unknown, Investment Growth, Young, Low, Low, Intermediate, Unknown -0.43 -0.09"
38.0,Medium,"Retirement, Emergency Fund",Middle-aged,High,Low,Intermediate,Medium,7,Fortune Tracker,-0.45,0.19,"Medium, Retirement, Emergency Fund, Middle-aged, High, Low, Intermediate, Medium -0.45 0.19"
45.0,Low,"Debt Freedom, Investment Growth",Middle-aged,Low,Medium,Intermediate,Low,77,Academy,0.26,0.11,"Low, Debt Freedom, Investment Growth, Middle-aged, Low, Medium, Intermediate, Low 0.26 0.11"
45.0,Low,"Debt Freedom, Investment Growth",Middle-aged,Low,Medium,Intermediate,Low,83,Academy Total,0.32,0.32,"Low, Debt Freedom, Investment Growth, Middle-aged, Low, Medium, Intermediate, Low 0.32 0.32"
43.0,Medium,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,58,Freedom Advantage,-0.02,0.44,"Medium, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.02 0.44"
45.0,Medium,Retirement,Middle-aged,High,Medium,Intermediate,High,91,Future Blueprint Unlimited,0.38,0.11,"Medium, Retirement, Middle-aged, High, Medium, Intermediate, High 0.38 0.11"
45.0,Medium,Retirement,Middle-aged,High,Medium,Intermediate,High,59,Cash Strategy Supreme,0.0,-0.36,"Medium, Retirement, Middle-aged, High, Medium, Intermediate, High 0.0 -0.36"
45.0,Medium,Retirement,Middle-aged,High,Medium,Intermediate,High,67,Budget Success Premium,-0.09,-1.02,"Medium, Retirement, Middle-aged, High, Medium, Intermediate, High -0.09 -1.02"
44.0,High,"Retirement, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,100,Fortune Builder,0.5,-0.07,"High, Retirement, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.5 -0.07"
50.0,Unknown,Retirement,Older,Low,Medium,Beginner,Low,70,Secure Guide,0.3,0.03,"Unknown, Retirement, Older, Low, Medium, Beginner, Low 0.3 0.03"
38.0,High,Debt Freedom,Middle-aged,Medium,High,Beginner,Medium,32,Financial Advantage,-0.12,-0.04,"High, Debt Freedom, Middle-aged, Medium, High, Beginner, Medium -0.12 -0.04"
,Low,"Retirement, Investment Growth",Unknown,High,Low,Beginner,Low,50,Academy Essential,-0.04,0.03,"Low, Retirement, Investment Growth, Unknown, High, Low, Beginner, Low -0.04 0.03"
,Low,"Retirement, Investment Growth",Unknown,High,Low,Beginner,Low,13,Roadmap,-0.43,-0.31,"Low, Retirement, Investment Growth, Unknown, High, Low, Beginner, Low -0.43 -0.31"
55.0,Unknown,Retirement,Older,Unknown,Medium,Beginner,Low,10,Financial Success,-0.31,-0.05,"Unknown, Retirement, Older, Unknown, Medium, Beginner, Low -0.31 -0.05"
54.0,Low,Unknown,Older,Medium,High,Beginner,Low,75,Mastery,0.26,0.21,"Low, Unknown, Older, Medium, High, Beginner, Low 0.26 0.21"
50.0,Medium,Investment Growth,Older,Unknown,Unknown,Unknown,Unknown,56,Insights Select,0.02,-0.02,"Medium, Investment Growth, Older, Unknown, Unknown, Unknown, Unknown 0.02 -0.02"
28.0,Medium,Investment Growth,Young,Low,Low,Beginner,Unknown,81,Asset Path,0.38,0.1,"Medium, Investment Growth, Young, Low, Low, Beginner, Unknown 0.38 0.1"
55.0,Unknown,Investment Growth,Older,Low,Low,Beginner,Medium,71,Freedom Foundation Expert,0.34,0.08,"Unknown, Investment Growth, Older, Low, Low, Beginner, Medium 0.34 0.08"
55.0,Unknown,Investment Growth,Older,Low,Low,Beginner,Medium,77,Academy,0.26,0.11,"Unknown, Investment Growth, Older, Low, Low, Beginner, Medium 0.26 0.11"
27.0,High,Debt Freedom,Young,Low,Low,Beginner,High,57,Secure Blueprint,0.12,-0.62,"High, Debt Freedom, Young, Low, Low, Beginner, High 0.12 -0.62"
